Time,Step
05:58:00,33
05:59:00,20
06:00:00,29
06:01:00,9
06:02:00,45
06:03:00,7
06:04:00,0
06:05:00,15
06:06:00,0
06:07:00,0
06:08:00,0
06:09:00,12
06:10:00,8
06:11:00,38
06:12:00,67
06:13:00,0
06:14:00,14
06:15:00,0
06:16:00,0
06:17:00,0
06:18:00,33
06:19:00,79
06:20:00,35
06:21:00,137
06:22:00,175
06:23:00,171
06:24:00,173
06:25:00,174
06:26:00,172
06:27:00,176
06:28:00,170
06:29:00,175
06:30:00,170
06:31:00,172
06:32:00,170
06:33:00,174
06:34:00,172
06:35:00,175
06:36:00,173
06:37:00,172
06:38:00,174
06:39:00,169
06:40:00,116
06:41:00,81
06:42:00,57
06:43:00,42
06:44:00,17
06:45:00,16
06:46:00,32
06:47:00,24
06:48:00,50
06:49:00,48
06:50:00,17
06:51:00,16
06:52:00,34
06:53:00,16
06:54:00,55
06:55:00,56
06:56:00,45
06:57:00,66
06:58:00,15
06:59:00,0
07:00:00,0
07:01:00,0
07:02:00,0
07:03:00,44
07:04:00,106
07:05:00,80
07:06:00,24
07:07:00,8
07:08:00,0
07:09:00,10
07:10:00,16
07:11:00,63
07:12:00,14
07:13:00,51
07:14:00,12
07:15:00,13
07:16:00,0
07:17:00,0
07:18:00,0
07:19:00,26
07:20:00,7
07:21:00,23
07:22:00,50
07:23:00,20
07:24:00,0
07:25:00,28
07:26:00,12
07:27:00,0
07:28:00,0
07:29:00,0
07:30:00,0
07:31:00,0
07:32:00,0
07:33:00,0
07:34:00,0
07:35:00,0
07:36:00,0
07:37:00,0
07:38:00,0
07:39:00,0
07:40:00,0
07:41:00,0
07:42:00,0
07:43:00,0
07:44:00,0
07:45:00,0
07:46:00,0
07:47:00,26
07:48:00,22
07:49:00,21
07:50:00,29
07:51:00,0
07:52:00,0
07:53:00,4
07:54:00,0
07:55:00,0
07:56:00,0
07:57:00,11
07:58:00,0
07:59:00,0
08:00:00,0
08:01:00,0
08:02:00,0
08:03:00,0
08:04:00,0
08:05:00,0
08:06:00,0
08:07:00,0
08:08:00,0
08:09:00,0
08:10:00,0
08:11:00,0
08:12:00,0
08:13:00,0
08:14:00,0
08:15:00,0
08:16:00,0
08:17:00,0
08:18:00,0
08:19:00,32
08:20:00,0
08:21:00,0
08:22:00,0
08:23:00,0
08:24:00,0
08:25:00,0
08:26:00,0
08:27:00,0
08:28:00,0
08:29:00,0
08:30:00,0
08:31:00,0
08:32:00,0
08:33:00,0
08:34:00,0
08:35:00,0
08:36:00,0
08:37:00,0
08:38:00,0
08:39:00,0
08:40:00,0
08:41:00,0
08:42:00,0
08:43:00,9
08:44:00,0
08:45:00,0
08:46:00,0
08:47:00,0
08:48:00,0
08:49:00,8
08:50:00,0
08:51:00,0
08:52:00,0
08:53:00,0
08:54:00,0
08:55:00,49
08:56:00,0
08:57:00,0
08:58:00,0
08:59:00,0
09:00:00,0
09:01:00,0
09:02:00,0
09:03:00,0
09:04:00,0
09:05:00,0
09:06:00,0
09:07:00,0
09:08:00,0
09:09:00,0
09:10:00,0
09:11:00,31
09:12:00,17
09:13:00,16
09:14:00,15
09:15:00,16
09:16:00,13
09:17:00,0
09:18:00,0
09:19:00,0
09:20:00,0
09:21:00,0
09:22:00,0
09:23:00,0
09:24:00,0
09:25:00,0
09:26:00,0
09:27:00,0
09:28:00,0
09:29:00,0
09:30:00,0
09:31:00,0
09:32:00,0
09:33:00,0
09:34:00,0
09:35:00,0
09:36:00,0
09:37:00,0
09:38:00,0
09:39:00,0
09:40:00,0
09:41:00,0
09:42:00,0
09:43:00,7
09:44:00,0
09:45:00,0
09:46:00,0
09:47:00,0
09:48:00,0
09:49:00,0
09:50:00,0
09:51:00,7
09:52:00,0
09:53:00,0
09:54:00,32
09:55:00,29
09:56:00,0
09:57:00,0
09:58:00,0
09:59:00,0
10:00:00,0
10:01:00,0
10:02:00,0
10:03:00,10
10:04:00,1
10:05:00,0
10:06:00,0
10:07:00,0
10:08:00,0
10:09:00,0
10:10:00,0
10:11:00,0
10:12:00,0
10:13:00,0
10:14:00,0
10:15:00,0
10:16:00,0
10:17:00,0
10:18:00,0
10:19:00,0
10:20:00,0
10:21:00,0
10:22:00,0
10:23:00,0
10:24:00,0
10:25:00,0
10:26:00,0
10:27:00,0
10:28:00,0
10:29:00,0
10:30:00,0
10:31:00,0
10:32:00,0
10:33:00,0
10:34:00,0
10:35:00,0
10:36:00,0
10:37:00,0
10:38:00,0
10:39:00,0
10:40:00,0
10:41:00,0
10:42:00,0
10:43:00,0
10:44:00,0
10:45:00,0
10:46:00,0
10:47:00,38
10:48:00,20
10:49:00,40
10:50:00,0
10:51:00,0
10:52:00,0
10:53:00,0
10:54:00,0
10:55:00,4
10:56:00,0
10:57:00,0
10:58:00,0
10:59:00,39
11:00:00,38
11:01:00,41
11:02:00,10
11:03:00,41
11:04:00,11
11:05:00,26
11:06:00,5
11:07:00,14
11:08:00,0
11:09:00,20
11:10:00,19
11:11:00,26
11:12:00,55
11:13:00,44
11:14:00,39
11:15:00,24
11:16:00,84
11:17:00,15
11:18:00,0
11:19:00,57
11:20:00,29
11:21:00,15
11:22:00,49
11:23:00,27
11:24:00,0
11:25:00,29
11:26:00,11
11:27:00,26
11:28:00,27
11:29:00,38
11:30:00,1
11:31:00,7
11:32:00,6
11:33:00,0
11:34:00,4
11:35:00,14
11:36:00,4
11:37:00,13
11:38:00,0
11:39:00,0
11:40:00,25
11:41:00,1
11:42:00,17
11:43:00,0
11:44:00,6
11:45:00,15
11:46:00,0
11:47:00,0
11:48:00,9
11:49:00,0
11:50:00,28
11:51:00,0
11:52:00,0
11:53:00,22
11:54:00,29
11:55:00,35
11:56:00,11
11:57:00,0
11:58:00,0
11:59:00,0
12:00:00,0
12:01:00,0
12:02:00,0
12:03:00,0
12:04:00,0
12:05:00,0
12:06:00,0
12:07:00,0
12:08:00,0
12:09:00,0
12:10:00,0
12:11:00,0
12:12:00,0
12:13:00,0
12:14:00,0
12:15:00,0
12:16:00,0
12:17:00,0
12:18:00,0
12:19:00,0
12:20:00,0
12:21:00,0
12:22:00,0
12:23:00,0
12:24:00,0
12:25:00,0
12:26:00,0
12:27:00,0
12:28:00,0
12:29:00,0
12:30:00,0
12:31:00,0
12:32:00,0
12:33:00,0
12:34:00,0
12:35:00,0
12:36:00,0
12:37:00,8
12:38:00,4
12:39:00,0
12:40:00,0
12:41:00,0
12:42:00,0
12:43:00,0
12:44:00,0
12:45:00,0
12:46:00,0
12:47:00,0
12:48:00,0
12:49:00,0
12:50:00,0
12:51:00,0
12:52:00,0
12:53:00,0
12:54:00,0
12:55:00,0
12:56:00,0
12:57:00,51
12:58:00,59
12:59:00,30
13:00:00,23
13:01:00,20
13:02:00,11
13:03:00,43
13:04:00,0
13:05:00,0
13:06:00,0
13:07:00,0
13:08:00,0
13:09:00,27
13:10:00,34
13:11:00,56
13:12:00,67
13:13:00,53
13:14:00,32
13:15:00,41
13:16:00,64
13:17:00,9
13:18:00,49
13:19:00,26
13:20:00,15
13:21:00,8
13:22:00,0
13:23:00,0
13:24:00,0
13:25:00,0
13:26:00,0
13:27:00,0
13:28:00,0
13:29:00,0
13:30:00,0
13:31:00,8
13:32:00,6
13:33:00,0
13:34:00,0
13:35:00,0
13:36:00,0
13:37:00,0
13:38:00,0
13:39:00,0
13:40:00,0
13:41:00,61
13:42:00,19
13:43:00,46
13:44:00,0
13:45:00,0
13:46:00,31
13:47:00,68
13:48:00,65
13:49:00,5
13:50:00,0
13:51:00,0
13:52:00,13
13:53:00,3
13:54:00,22
13:55:00,61
13:56:00,14
13:57:00,78
13:58:00,64
13:59:00,44
14:00:00,0
14:01:00,22
14:02:00,74
14:03:00,69
14:04:00,17
14:05:00,0
14:06:00,0
14:07:00,0
14:08:00,0
14:09:00,0
14:10:00,9
14:11:00,72
14:12:00,14
14:13:00,39
14:14:00,0
14:15:00,0
14:16:00,0
14:17:00,0
14:18:00,6
14:19:00,30
14:20:00,20
14:21:00,30
14:22:00,7
14:23:00,0
14:24:00,11
14:25:00,34
14:26:00,25
14:27:00,69
14:28:00,29
14:29:00,0
14:30:00,0
14:31:00,0
14:32:00,0
14:33:00,0
14:34:00,0
14:35:00,0
14:36:00,4
14:37:00,0
14:38:00,0
14:39:00,0
14:40:00,0
14:41:00,0
14:42:00,0
14:43:00,0
14:44:00,0
14:45:00,0
14:46:00,0
14:47:00,0
14:48:00,0
14:49:00,0
14:50:00,4
14:51:00,0
14:52:00,0
14:53:00,0
14:54:00,0
14:55:00,0
14:56:00,0
14:57:00,0
14:58:00,0
14:59:00,0
15:00:00,0
15:01:00,0
15:02:00,0
15:03:00,0
15:04:00,0
15:05:00,0
15:06:00,0
15:07:00,0
15:08:00,0
15:09:00,0
15:10:00,0
15:11:00,0
15:12:00,0
15:13:00,0
15:14:00,36
15:15:00,0
15:16:00,0
15:17:00,0
15:18:00,0
15:19:00,0
15:20:00,0
15:21:00,0
15:22:00,0
15:23:00,0
15:24:00,0
15:25:00,0
15:26:00,0
15:27:00,0
15:28:00,0
15:29:00,0
15:30:00,0
15:31:00,0
15:32:00,0
15:33:00,0
15:34:00,0
15:35:00,0
15:36:00,0
15:37:00,0
15:38:00,0
15:39:00,0
15:40:00,9
15:41:00,0
15:42:00,0
15:43:00,0
15:44:00,0
15:45:00,0
15:46:00,0
15:47:00,0
15:48:00,0
15:49:00,0
15:50:00,0
15:51:00,0
15:52:00,0
15:53:00,0
15:54:00,0
15:55:00,0
15:56:00,0
15:57:00,0
15:58:00,0
15:59:00,0
16:00:00,0
16:01:00,0
16:02:00,0
16:03:00,0
16:04:00,0
16:05:00,0
16:06:00,0
16:07:00,15
16:08:00,18
16:09:00,0
16:10:00,0
16:11:00,0
16:12:00,0
16:13:00,0
16:14:00,0
16:15:00,0
16:16:00,4
16:17:00,0
16:18:00,0
16:19:00,0
16:20:00,0
16:21:00,0
16:22:00,0
16:23:00,0
16:24:00,0
16:25:00,0
16:26:00,0
16:27:00,0
16:28:00,0
16:29:00,0
16:30:00,0
16:31:00,0
16:32:00,0
16:33:00,0
16:34:00,0
16:35:00,0
16:36:00,0
16:37:00,8
16:38:00,0
16:39:00,0
16:40:00,0
16:41:00,0
16:42:00,0
16:43:00,0
16:44:00,0
16:45:00,0
16:46:00,0
16:47:00,0
16:48:00,0
16:49:00,0
16:50:00,0
16:51:00,0
16:52:00,0
16:53:00,0
16:54:00,0
16:55:00,0
16:56:00,0
16:57:00,0
16:58:00,0
16:59:00,0
17:00:00,0
17:01:00,0
17:02:00,0
17:03:00,15
17:04:00,23
17:05:00,27
17:06:00,4
17:07:00,4
17:08:00,26
17:09:00,15
17:10:00,55
17:11:00,56
17:12:00,57
17:13:00,46
17:14:00,10
17:15:00,42
17:16:00,16
17:17:00,14
17:18:00,22
17:19:00,29
17:20:00,26
17:21:00,0
17:22:00,0
17:23:00,0
17:24:00,0
17:25:00,40
17:26:00,22
17:27:00,0
17:28:00,11
17:29:00,22
17:30:00,11
17:31:00,11
17:32:00,21
17:33:00,0
17:34:00,0
17:35:00,0
17:36:00,0
17:37:00,0
17:38:00,0
17:39:00,0
17:40:00,0
17:41:00,0
17:42:00,0
17:43:00,10
17:44:00,0
17:45:00,0
17:46:00,0
17:47:00,0
17:48:00,0
17:49:00,0
17:50:00,0
17:51:00,0
17:52:00,0
17:53:00,8
17:54:00,0
17:55:00,0
17:56:00,0
17:57:00,0
17:58:00,0
17:59:00,0
18:00:00,0
18:01:00,0
18:02:00,0
18:03:00,0
18:04:00,0
18:05:00,0
18:06:00,0
18:07:00,0
18:08:00,30
18:09:00,21
18:10:00,9
18:11:00,0
18:12:00,8
18:13:00,0
18:14:00,0
18:15:00,0
18:16:00,0
18:17:00,0
18:18:00,0
18:19:00,0
18:20:00,0
18:21:00,0
18:22:00,0
18:23:00,0
18:24:00,10
18:25:00,0
18:26:00,0
18:27:00,8
18:28:00,0
18:29:00,0
18:30:00,0
18:31:00,6
18:32:00,4
18:33:00,0
18:34:00,0
18:35:00,15
18:36:00,1
18:37:00,0
18:38:00,0
18:39:00,0
18:40:00,0
18:41:00,0
18:42:00,14
18:43:00,0
18:44:00,0
18:45:00,0
18:46:00,0
18:47:00,0
18:48:00,0
18:49:00,11
18:50:00,0
18:51:00,0
18:52:00,5
18:53:00,0
18:54:00,6
18:55:00,0
18:56:00,0
18:57:00,0
18:58:00,0
18:59:00,0
19:00:00,0
19:01:00,0
19:02:00,17
19:03:00,0
19:04:00,0
19:05:00,0
19:06:00,0
19:07:00,0
19:08:00,0
19:09:00,0
19:10:00,0
19:11:00,0
19:12:00,10
19:13:00,31
19:14:00,0
19:15:00,0
19:16:00,0
19:17:00,0
19:18:00,0
19:19:00,0
19:20:00,0
19:21:00,0
19:22:00,0
19:23:00,0
19:24:00,0
19:25:00,0
19:26:00,0
19:27:00,0
19:28:00,0
19:29:00,0
19:30:00,0
19:31:00,0
19:32:00,0
19:33:00,18
19:34:00,28
19:35:00,11
19:36:00,28
19:37:00,19
19:38:00,42
19:39:00,42
19:40:00,0
19:41:00,26
19:42:00,0
19:43:00,48
19:44:00,44
19:45:00,21
19:46:00,0
19:47:00,13
19:48:00,0
19:49:00,16
19:50:00,42
19:51:00,29
19:52:00,36
19:53:00,62
19:54:00,34
19:55:00,35
19:56:00,6
19:57:00,0
19:58:00,7
19:59:00,14
20:00:00,0
20:01:00,18
20:02:00,17
20:03:00,29
20:04:00,13
20:05:00,90
20:06:00,60
20:07:00,31
20:08:00,35
20:09:00,50
20:10:00,22
20:11:00,0
20:12:00,0
20:13:00,0
20:14:00,0
20:15:00,0
20:16:00,0
20:17:00,0
20:18:00,0
20:19:00,0
20:20:00,27
20:21:00,0
20:22:00,0
20:23:00,0
20:24:00,6
20:25:00,0
20:26:00,0
20:27:00,25
20:28:00,20
20:29:00,15
20:30:00,10
20:31:00,0
20:32:00,0
20:33:00,16
20:34:00,27
20:35:00,29
20:36:00,70
20:37:00,4
20:38:00,32
20:39:00,40
20:40:00,15
20:41:00,34
20:42:00,11
20:43:00,17
20:44:00,0
20:45:00,0
20:46:00,16
20:47:00,52
20:48:00,9
20:49:00,19
20:50:00,11
20:51:00,42
20:52:00,64
20:53:00,80
20:54:00,33
20:55:00,11
20:56:00,0
20:57:00,0
20:58:00,0
20:59:00,0
21:00:00,0
21:01:00,0
21:02:00,0
21:03:00,0
21:04:00,0
21:05:00,0
21:06:00,0
21:07:00,0
21:08:00,0
21:09:00,0
21:10:00,0
21:11:00,0
21:12:00,0
21:13:00,0
21:14:00,0
21:15:00,0
21:16:00,0
21:17:00,0
21:18:00,0
21:19:00,0
21:20:00,0
21:21:00,0
21:22:00,0
21:23:00,6
21:24:00,34
21:25:00,79
21:26:00,126
21:27:00,131
21:28:00,100
21:29:00,105
21:30:00,45
21:31:00,0
21:32:00,0
21:33:00,0
21:34:00,0
21:35:00,0
21:36:00,0
21:37:00,0
21:38:00,12
21:39:00,57
21:40:00,54
21:41:00,0
21:42:00,0
21:43:00,0
21:44:00,0
21:45:00,0
21:46:00,0
21:47:00,0
21:48:00,0
21:49:00,0
21:50:00,0
21:51:00,8
21:52:00,0
21:53:00,13
21:54:00,0
21:55:00,21
21:56:00,0
21:57:00,7
21:58:00,40
21:59:00,41
22:00:00,64
22:01:00,35
22:02:00,41
22:03:00,8
22:04:00,0
22:05:00,4
22:06:00,6
22:07:00,0
22:08:00,7
22:09:00,28
22:10:00,37
22:11:00,27
22:12:00,33
22:13:00,40
22:14:00,35
22:15:00,42
22:16:00,34
22:17:00,56
22:18:00,12
22:19:00,0
22:20:00,0
22:21:00,0
22:22:00,0
22:23:00,12
22:24:00,0
22:25:00,0
22:26:00,0
22:27:00,0
22:28:00,0
22:29:00,0
22:30:00,4
22:31:00,12
22:32:00,0
22:33:00,21
22:34:00,36
22:35:00,49
22:36:00,42
22:37:00,8
22:38:00,0
22:39:00,0
22:40:00,0
22:41:00,0
22:42:00,11
22:43:00,19
22:44:00,0
22:45:00,6
22:46:00,0
22:47:00,4
22:48:00,33
22:49:00,44
22:50:00,7
22:51:00,0
22:52:00,26
22:53:00,45
22:54:00,41
22:55:00,7
22:56:00,0
22:57:00,33
22:58:00,8
22:59:00,12
23:00:00,0
23:01:00,8
23:02:00,0
23:03:00,14
23:04:00,44
23:05:00,62
23:06:00,29
23:07:00,12
23:08:00,18
23:09:00,8
23:10:00,20
23:11:00,15
23:12:00,9
23:13:00,0
23:14:00,14
23:15:00,0
23:16:00,18
23:17:00,8
23:18:00,0
23:19:00,0
23:20:00,15
23:21:00,13
23:22:00,35
23:23:00,14
23:24:00,0
23:25:00,0
23:26:00,0
23:27:00,7
23:28:00,33
23:29:00,47
23:30:00,90
23:31:00,124
23:32:00,134
23:33:00,104
23:34:00,61
23:35:00,71
23:36:00,60
23:37:00,49
23:38:00,42
23:39:00,17
23:40:00,53
23:41:00,40
23:42:00,53
23:43:00,29
23:44:00,29
23:45:00,12
23:46:00,6
23:47:00,8
23:48:00,0
23:49:00,0
23:50:00,0
23:51:00,16
23:52:00,36
23:53:00,28
23:54:00,23
23:55:00,5
23:56:00,9
23:57:00,33
23:58:00,0
23:59:00,17
