Time,State,Interpreted
14:33:30,1,Asleep
14:34:30,1,Asleep
14:35:30,2,Awake
14:36:30,1,Asleep
14:37:30,1,Asleep
14:38:30,1,Asleep
14:39:30,1,Asleep
14:40:30,1,Asleep
14:41:30,1,Asleep
14:42:30,1,Asleep
14:43:30,1,Asleep
14:44:30,1,Asleep
14:45:30,1,Asleep
14:46:30,1,Asleep
14:47:30,1,Asleep
14:48:30,1,Asleep
14:49:30,1,Asleep
14:50:30,2,Awake
14:51:30,2,Awake
14:52:30,2,Awake
14:53:30,2,Awake
14:54:30,3,Very Awake
14:55:30,2,Awake
14:56:30,2,Awake
14:57:30,1,Asleep
14:58:30,1,Asleep
14:59:30,1,Asleep
15:00:30,1,Asleep
15:01:30,1,Asleep
15:02:30,1,Asleep
15:03:30,1,Asleep
15:04:30,2,Awake
15:05:30,1,Asleep
15:06:30,1,Asleep
15:07:30,1,Asleep
15:08:30,1,Asleep
15:09:30,1,Asleep
15:10:30,1,Asleep
15:11:30,1,Asleep
15:12:30,1,Asleep
15:13:30,1,Asleep
15:14:30,1,Asleep
15:15:30,1,Asleep
15:16:30,1,Asleep
15:17:30,1,Asleep
15:18:30,1,Asleep
15:19:30,1,Asleep
15:20:30,1,Asleep
15:21:30,1,Asleep
15:22:30,1,Asleep
15:23:30,1,Asleep
15:24:30,1,Asleep
15:25:30,1,Asleep
15:26:30,1,Asleep
15:27:30,1,Asleep
15:28:30,1,Asleep
15:29:30,1,Asleep
15:30:30,1,Asleep
15:31:30,1,Asleep
15:32:30,1,Asleep
15:33:30,1,Asleep
15:34:30,1,Asleep
15:35:30,1,Asleep
15:36:30,1,Asleep
15:37:30,1,Asleep
15:38:30,1,Asleep
15:39:30,1,Asleep
15:40:30,1,Asleep
15:41:30,1,Asleep
15:42:30,1,Asleep
15:43:30,1,Asleep
15:44:30,1,Asleep
15:45:30,1,Asleep
15:46:30,1,Asleep
15:47:30,1,Asleep
15:48:30,1,Asleep
15:49:30,1,Asleep
15:50:30,1,Asleep
15:51:30,1,Asleep
15:52:30,1,Asleep
15:53:30,1,Asleep
15:54:30,1,Asleep
15:55:30,1,Asleep
15:56:30,1,Asleep
15:57:30,1,Asleep
15:58:30,1,Asleep
15:59:30,1,Asleep
16:00:30,1,Asleep
16:01:30,1,Asleep
16:02:30,1,Asleep
16:03:30,1,Asleep
